word,translation,category,subcategory,difficulty,wordType,definition,definitionZh,exampleSentence,exampleSentenceZh,tags,tagsZh
"paddle","桨状物，蹼","various","","intermediate","noun","A word meaning: 桨状物","桨状物","","","noun","名词"
"page","页，页码","various","","beginner","noun","A word meaning: 页","页","","","noun","名词"
"pain","疼痛，疼","various","","beginner","noun","A word meaning: 疼痛","疼痛","","","noun","名词"
"painful","使痛的，使痛苦的","various","","intermediate","adjective","A word meaning: 使痛的","使痛的","","","adjective","形容词"
"paint","油漆 油漆，粉刷，绘画","various","","beginner","noun","A word meaning: 油漆 油漆","油漆 油漆","","","noun","名词"
"painter","绘画者，（油）画家","various","","intermediate","noun","A word meaning: 绘画者","绘画者","","","noun","名词"
"painting","油画，水彩画","various","","intermediate","noun","A word meaning: 油画","油画","","","noun","名词"
"pair","一双，一对","nature","","beginner","noun","A word meaning: 一双","一双","","","noun","名词"
"palace","宫，宫殿","various","","intermediate","noun","A word meaning: 宫","宫","","","noun","名词"
"pale","苍白的，灰白的","various","","beginner","adjective","A word meaning: 苍白的","苍白的","","","adjective","形容词"
"pan","平底锅","animals","","beginner","noun","A word meaning: 平底锅","平底锅","","","noun","名词"
"pancake","薄煎饼","food","sweets","intermediate","noun","A word meaning: 薄煎饼","薄煎饼","","","noun","名词"
"panda","熊猫","animals","mammals","beginner","noun","A word meaning: 熊猫","熊猫","","","noun","名词"
"panic","惊慌，恐慌","various","","beginner","adjective","A word meaning: 惊慌","惊慌","","","adjective","形容词"
"paper","纸；报纸","house","","beginner","noun","A word meaning: 纸","纸","","","noun","名词"
"paperwork","日常文书工作","house","","advanced","noun","A word meaning: 日常文书工作","日常文书工作","","","noun","名词"
"paragraph","（文章的）段落","various","","advanced","adjective","A word meaning: （文章的）段落","（文章的）段落","","","adjective","形容词"
"parcel","包裹","various","","intermediate","noun","A word meaning: 包裹","包裹","","","noun","名词"
"pardon","原谅，宽恕，对不起","various","","intermediate","noun","A word meaning: 原谅","原谅","","","noun","名词"
"parent","父(母)，双亲","family","","intermediate","noun","A word meaning: 父(母)","父(母)","","","noun","名词"
"park","公园 停放（汽车）","various","","beginner","noun","A word meaning: 公园 停放（汽车）","公园 停放（汽车）","","","noun","名词"
"parking","停车","various","","intermediate","noun","A word meaning: 停车","停车","","","noun","名词"
"parrot","鹦鹉","animals","birds","intermediate","noun","A word meaning: 鹦鹉","鹦鹉","","","noun","名词"
"part","部分；成分；角色；部件；零件 分离；分开；分割","education","subjects","beginner","noun","A word meaning: 部分","部分","","","noun","名词"
"participate","参加，参与","education","subjects","advanced","verb","A word meaning: 参加","参加","","","verb","动词"
"particular","特殊的，个别的","education","subjects","advanced","adjective","A word meaning: 特殊的","特殊的","","","adjective","形容词"
"partly","部分地，在一定程度上","education","subjects","intermediate","adverb","A word meaning: 部分地","部分地","","","adverb","副词"
"partner","搭档，合作者","education","subjects","intermediate","noun","A word meaning: 搭档","搭档","","","noun","名词"
"part-time","兼职的，部分时间的","education","subjects","advanced","adjective","A word meaning: 兼职的","兼职的","","","adjective","形容词"
"party","聚会，晚会；党派","education","subjects","beginner","noun","A word meaning: 聚会","聚会","","","noun","名词"
"pass","传，递；经过；通过","various","","beginner","noun","A word meaning: 传","传","","","noun","名词"
"passage","（文章等的）一节，一段；通道；走廊","various","","intermediate","adjective","A word meaning: （文章等的）一节","（文章等的）一节","","","adjective","形容词"
"passenger","乘客，旅客","various","","advanced","noun","A word meaning: 乘客","乘客","","","noun","名词"
"passer-by","过客，过路人","various","","advanced","noun","A word meaning: 过客","过客","","","noun","名词"
"passive","被动的","various","","intermediate","adjective","A word meaning: 被动的","被动的","","","adjective","形容词"
"passport","护照","transportation","","intermediate","noun","A word meaning: 护照","护照","","","noun","名词"
"past","过 过去，昔日，往事 过...，走过某处","food","","beginner","noun","A word meaning: 过 过去","过 过去","","","noun","名词"
"patent","专利，专利权","numbers","","intermediate","noun","A word meaning: 专利","专利","","","noun","名词"
"path","小道，小径","various","","beginner","noun","A word meaning: 小道","小道","","","noun","名词"
"patience","容忍；耐心","clothing","mens-clothing","intermediate","noun","A word meaning: 容忍","容忍","","","noun","名词"
"patient","病人 耐心的","clothing","mens-clothing","intermediate","adjective","A word meaning: 病人 耐心的","病人 耐心的","","","adjective","形容词"
"pattern","式样","various","","intermediate","noun","A word meaning: 式样","式样","","","noun","名词"
"pause","中止，暂停；停止","various","","beginner","noun","A word meaning: 中止","中止","","","noun","名词"
"pay(paid","paid)","various","","advanced","noun","A word meaning: paid)","paid)","","","noun","名词"
"P.E.(缩)=physical education","体育","animals","mammals","advanced","noun","A word meaning: 体育","体育","","","noun","名词"
"P.C.(缩)=personal computer","个人电脑","house","","advanced","noun","A word meaning: 个人电脑","个人电脑","","","noun","名词"
"pea","豌豆","food","","beginner","noun","A word meaning: 豌豆","豌豆","","","noun","名词"
"peace","和平","various","","beginner","noun","A word meaning: 和平","和平","","","noun","名词"
"peaceful","和平的，安宁的","various","","intermediate","adjective","A word meaning: 和平的","和平的","","","adjective","形容词"
"peach","桃子","food","fruits","beginner","noun","A word meaning: 桃子","桃子","","","noun","名词"
"pear","梨子，梨树","food","fruits","beginner","noun","A word meaning: 梨子","梨子","","","noun","名词"
"pedestrian","步行者，行人","various","","advanced","noun","A word meaning: 步行者","步行者","","","noun","名词"
"pen","钢笔，笔","house","","beginner","verb","A word meaning: 钢笔","钢笔","","","verb","动词"
"pencil","铅笔","house","","intermediate","noun","A word meaning: 铅笔","铅笔","","","noun","名词"
"penny(pl pence)","（英）便士；美分","house","","advanced","noun","A word meaning: （英）便士","（英）便士","","","noun","名词"
"pension","养老金","house","","intermediate","noun","A word meaning: 养老金","养老金","","","noun","名词"
"people","人，人们；人民","various","","intermediate","noun","A word meaning: 人","人","","","noun","名词"
"pepper","胡椒粉","food","","intermediate","noun","A word meaning: 胡椒粉","胡椒粉","","","noun","名词"
"per","每，每一","food","","beginner","noun","A word meaning: 每","每","","","noun","名词"
"percent","百分之...","various","","intermediate","noun","A word meaning: 百分之...","百分之...","","","noun","名词"
"percentage","百分率","various","","advanced","noun","A word meaning: 百分率","百分率","","","noun","名词"
"perfect","完美的，极好的","various","","intermediate","adjective","A word meaning: 完美的","完美的","","","adjective","形容词"
"perform","表演，履行；行动","various","","intermediate","noun","A word meaning: 表演","表演","","","noun","名词"
"performance","演出，表演","various","","advanced","noun","A word meaning: 演出","演出","","","noun","名词"
"performer","表演者，执行者","various","","advanced","noun","A word meaning: 表演者","表演者","","","noun","名词"
"perfume","香水","various","","intermediate","noun","A word meaning: 香水","香水","","","noun","名词"
"perhaps","可能，或","various","","intermediate","noun","A word meaning: 可能","可能","","","noun","名词"
"period","时期，时代","various","","intermediate","noun","A word meaning: 时期","时期","","","noun","名词"
"permanent","永久的，固定的","various","","advanced","adjective","A word meaning: 永久的","永久的","","","adjective","形容词"
"permission","允许，许可，同意","various","","advanced","noun","A word meaning: 允许","允许","","","noun","名词"
"permit","许可，允许；执照 许可，允许；执照","various","","intermediate","noun","A word meaning: 许可","许可","","","noun","名词"
